Run_ID,Seed,Model,Simulation_Time_sec,Vehicles_Passed,Evaluation_Reward,Throughput_vehicles_per_sec,Avg_Waiting_Time_sec_per_vehicle,Avg_Travel_Time_sec,Avg_Queue_Length_vehicles,Avg_Speed_kmh,Fairness_Index,Total_CO2_kg,Avg_CO2_kg_per_step,Total_Fuel_L,Avg_Fuel_L_per_step
1,100,Fixed-time (30s),2500.0,467,-197.19739999999985,0.1868,18.70235546038544,79.1541755888651,23.48,22.901516024505312,0.5208175510735117,90.05838201421744,0.18011676402843488,29.19578371045963,0.058391567420919256
2,101,Fixed-time (30s),2500.0,476,-182.8638,0.1904,19.41176470588235,80.06302521008404,22.36,23.44066645514746,0.5058303674456794,88.15511860321469,0.17631023720642938,28.578769765614332,0.057157539531228665
3,102,Fixed-time (30s),2500.0,450,-187.5663999999999,0.18,19.25777777777778,77.1,22.428,23.311603393688443,0.5064529599303171,88.2902365471216,0.17658047309424318,28.622576347725218,0.057245152695450434
4,103,Fixed-time (30s),2500.0,445,-184.62379999999985,0.178,19.01123595505618,77.98876404494382,22.148,23.446171949257266,0.49989276321205667,87.67677900873723,0.17535355801747446,28.423695971103932,0.056847391942207864
5,104,Fixed-time (30s),2500.0,470,-169.82139999999995,0.188,18.66808510638298,76.88297872340425,21.292,23.806053790802228,0.4952461293051552,87.4129841150498,0.1748259682300996,28.338171403532648,0.056676342807065294
