Run_ID,Model,Simulation_Time_sec,Vehicles_Passed,Evaluation_Reward,Throughput_vehicles_per_sec,Avg_Waiting_Time_sec_per_vehicle,Avg_Travel_Time_sec,Avg_Queue_Length_vehicles,Avg_Speed_kmh,Fairness_Index,Total_CO2_kg,Avg_CO2_kg_per_step,Total_Fuel_L,Avg_Fuel_L_per_step
1,mappo_v2.pt,2500.0,455,-53.65400000000001,0.182,8.061538461538461,63.75824175824176,9.892,28.96641237753509,0.6065420606025219,74.57479279925957,0.14914958559851915,24.1761676298483,0.0483523352596966
2,mappo_v2.pt,2500.0,455,-53.65400000000001,0.182,8.061538461538461,63.75824175824176,9.892,28.96641237753509,0.6065420606025219,74.57479279925957,0.14914958559851915,24.1761676298483,0.0483523352596966
3,mappo_v2.pt,2500.0,455,-53.65400000000001,0.182,8.061538461538461,63.75824175824176,9.892,28.96641237753509,0.6065420606025219,74.57479279925957,0.14914958559851915,24.1761676298483,0.0483523352596966
