Run_ID,Seed,Scenario,Simulation_Time_sec,Vehicles_Passed,Avg_Travel_Time_sec,Avg_Waiting_Time_sec_per_vehicle,Avg_Queue_Length_vehicles,Total_CO2_kg,Avg_CO2_kg,Total_Fuel_L,Avg_Fuel_L,Avg_Speed_kmh,Fairness_Index,Weather,Zone_Type,Road_Capacity,Throughput_vehicles_per_sec
17,693,Medium,300,140,31.371428347346942,0.08990476126258504,4.216666666666667,11.161021323320817,0.037203404287058046,3.6090993363366413,0.012030331081021034,6.915900879587386,0.4580079093815753,Fog,Industrial,0.5402430886461413,0.4666666666666667
18,8334,Medium,300,142,30.288732181065267,0.09007042190091252,4.1066666666666665,11.223312448664226,0.037411041370843945,3.628724094495737,0.0120957469413333,7.088259381511449,0.4312527390993681,Rain,Industrial,0.9607638885046207,0.47333333333333333
19,3242,High,60,21,22.047617997732477,0.3333333174603182,2.95,1.8978928640616937,0.03163154720716911,0.6136317203117405,0.010227195168075756,8.089331928283338,0.33220935197867374,Rain,Industrial,0.8923666817539633,0.35
20,5171,High,60,24,17.916665920138918,0.6368055290219918,3.066666666666667,1.8871654157972484,0.031452756405741536,0.6102041508086137,0.010170069010642411,9.149683766214263,0.31117502819271436,Fog,Industrial,0.7017315033842284,0.4
21,315,High,60,22,20.09090817768599,0.6053030027892574,3.966666666666667,1.8446030885346774,0.030743384296521552,0.596258241244373,0.009937637188445597,8.319576382398724,0.34104588309379946,Fog,School,0.8437413176062911,0.36666666666666664
22,9995,High,120,52,27.442307164571016,0.21634614968565097,3.683333333333333,4.178789292999264,0.0348232438181335,1.3508200692844172,0.011256833816896529,7.605210288624164,0.5093262739325624,Rain,Commercial,0.7318469147676889,0.43333333333333335
23,2812,High,120,52,27.2307687071006,0.1899038425018492,3.566666666666667,4.092528372657667,0.034104402821277205,1.322994965800638,0.011024957956464,7.860251711115877,0.32405951256299714,Clear,School,0.6973119015348259,0.43333333333333335
24,796,High,120,53,27.18867873228908,0.16761005973062781,3.725,4.300690300093674,0.0358390855354549,1.3899564454565876,0.011582970282280145,7.764332810374088,0.5185685698178852,Rain,Industrial,0.6364723686489119,0.44166666666666665
25,5553,High,300,140,31.59285691719388,0.05980952338231293,3.5966666666666667,11.083897680324268,0.03694632547792648,3.583823235470486,0.01194607741174803,6.975270929800455,0.45653868852252333,Clear,Industrial,0.7767620705580673,0.4666666666666667
26,9276,High,300,142,31.063380062933945,0.05678403715879786,3.5833333333333335,11.296338937440751,0.037654462999287625,3.651963583518608,0.012173211904484654,7.059877989273649,0.47371948423998045,Fog,School,0.9263779984007005,0.47333333333333333
