Run_ID,Seed,Scenario,Simulation_Time_sec,Vehicles_Passed,Avg_Travel_Time_sec,Avg_Waiting_Time_sec_per_vehicle,Avg_Queue_Length_vehicles,Total_CO2_kg,Avg_CO2_kg,Total_Fuel_L,Avg_Fuel_L,Avg_Speed_kmh,Fairness_Index,Weather,Zone_Type,Road_Capacity,Throughput_vehicles_per_sec
1,4879,Low,60,20,21.69999891500005,0.3883333139166676,3.283333333333333,1.852045829809135,0.03086742998236175,0.5987688271491199,0.009979480286160662,7.999330445211162,0.38809867592803193,Clear,Industrial,0.5259536981798838,0.3333333333333333
2,3421,Low,60,25,20.63999917440003,0.17199999312000025,2.45,1.9583276284199223,0.03263879326301882,0.6329907665444502,0.010549845933243405,9.299313529488971,0.13279348251843703,Clear,Commercial,0.5547553728411259,0.4166666666666667
3,5612,Low,60,23,20.478259979206086,0.18260868771266575,2.4833333333333334,1.8394525724429196,0.03065754236308962,0.5946960985748042,0.009911601477720047,8.722382061062685,0.41418222702992236,Rain,Industrial,0.7285436212959422,0.38333333333333336
4,1703,Low,120,53,26.471697613741554,0.22389936684466605,3.7416666666666667,4.274151391089962,0.035617927962266954,1.38136968683038,0.011511413960991384,7.796409469527602,0.38038600603006656,Rain,Residential,0.7481015051837769,0.44166666666666665
5,3164,Low,120,52,26.711537947855042,0.29310896872226344,4.3,4.271256877770991,0.0355938070181432,1.3806774029748823,0.011505644928910312,7.737639304139809,0.3828076071187566,Fog,Residential,0.9623322828461376,0.43333333333333335
6,3334,Low,120,53,27.3018862773229,0.13836477726355767,3.375,4.240212055817749,0.03533510017068874,1.3705174840535406,0.01142097893860468,7.863793098660717,0.464391159094496,Fog,Industrial,0.8380704556752427,0.44166666666666665
7,5606,Low,300,144,31.0277775623071,0.06782407360307358,3.75,11.43638788514579,0.03812129282341499,3.697854190011823,0.012326180592285475,6.970395553908635,0.4874610686087729,Clear,School,0.9803313035970768,0.48
8,7054,Low,300,144,30.569444232156638,0.061759258830375516,3.7866666666666666,11.310089264680407,0.03770029742326703,3.657059107730802,0.01219019698513535,7.153846977244836,0.43764963717217675,Fog,School,0.6619995012531052,0.48
9,3507,Low,300,147,29.367346738997643,0.06585033968809292,3.92,11.123500529448233,0.03707833497456633,3.596905714016581,0.011989685673422984,7.3507803221387285,0.45722995464355054,Rain,Residential,0.5451699979164403,0.49
10,2568,Medium,60,25,18.31999926720003,0.612666642160001,2.9,1.8656367560439242,0.03109394541583298,0.6032152951726473,0.010053588085317653,9.319818396208968,0.2997936018864348,Clear,Industrial,0.8490093420203066,0.4166666666666667
11,5659,Medium,60,23,21.56521645368624,0.34347824593572845,3.2333333333333334,1.8479467842443793,0.030799112557421113,0.5974353828994985,0.009957256215704039,8.270081805989713,0.24798801712383467,Rain,Commercial,0.5168152938640529,0.38333333333333336
12,1273,Medium,60,22,23.18181712809922,0.2356060498966947,3.05,1.8937452378834088,0.03156242010534981,0.6122028578120983,0.010203380793478625,8.193177423229374,0.39123152328057786,Clear,Residential,0.6835249901958067,0.36666666666666664
13,7952,Medium,120,54,27.24074023628259,0.34567900594421597,3.566666666666667,4.105272666475136,0.03421060526887109,1.3271427931348605,0.011059523183961145,8.05273314458106,0.40443029908104444,Fog,Commercial,0.5952298435749163,0.45
