Run_ID,Seed,Scenario,Simulation_Time_sec,Vehicles_Passed,Avg_Travel_Time_sec,Avg_Waiting_Time_sec_per_vehicle,Avg_Queue_Length_vehicles,Total_CO2_kg,Avg_CO2_kg,Total_Fuel_L,Avg_Fuel_L,Avg_Speed_kmh,Fairness_Index,Weather,Zone_Type,Road_Capacity,Throughput_vehicles_per_sec
14,1539,Medium,120,55,26.290908612892572,0.15863636075206616,3.6666666666666665,4.105682633363655,0.034214021659580277,1.327137537142971,0.011059479384029097,8.101302729303542,0.4893693512634999,Fog,Residential,0.7871115977362122,0.4583333333333333
15,6112,Medium,120,50,29.319999413600012,0.18283332967666677,3.7083333333333335,4.181872270440179,0.0348489352965937,1.3515450842223868,0.011262875607995926,7.235867679861842,0.4243726262277606,Fog,School,0.6840359927517038,0.4166666666666667
16,8823,Medium,300,140,32.428571196938776,0.08628571366938777,3.92,10.99925805530648,0.03666419339547429,3.5571869114076646,0.011857289665167917,6.709912412431069,0.4902043750786065,Clear,Commercial,0.938102463202042,0.4666666666666667
17,2986,Medium,300,147,29.027210686889724,0.11070294709272371,4.113333333333333,11.154024773805565,0.037180082455418276,3.6068555869926255,0.012022851916565913,7.481703122768878,0.4343367236563589,Rain,School,0.8847259402829839,0.49
18,9642,Medium,300,145,30.827585994292512,0.07866666612413793,3.9833333333333334,11.057662425817782,0.03685887462986302,3.5758562342012845,0.011919520740939212,7.106162714693013,0.4269922125631431,Rain,Commercial,0.6084029495811811,0.48333333333333334
19,736,High,60,25,19.51999921920003,0.15266666056000025,2.2666666666666666,1.9359132230629719,0.0322652198466292,0.6257157977938163,0.010428596456086996,9.682183726547127,0.2031640465956227,Clear,School,0.9482973634580467,0.4166666666666667
20,1063,High,60,21,22.666665587301637,0.36904760147392374,3.216666666666667,1.894338379568022,0.031572305799928604,0.6124373094229643,0.010207288320261266,8.182464130108661,0.42091654062737116,Fog,Industrial,0.854369036670585,0.35
21,8621,High,60,29,18.586206255648058,0.09022988194609602,2.1,2.027373632388631,0.03378955997665119,0.655370362173462,0.01092283918751038,10.612994085438693,0.39954694245771827,Fog,Residential,0.8409588145985745,0.48333333333333334
22,3782,High,120,50,27.859999442800014,0.2961666607433335,4.2,4.14437337144164,0.03453644447420996,1.3396277081679118,0.011163564141702897,7.250567651286579,0.30611149872283705,Fog,Residential,0.8074184740840915,0.4166666666666667
23,7278,High,120,52,28.78846098483729,0.1616987148391273,3.683333333333333,4.221413447052083,0.035178445098946985,1.3643065652925788,0.011369221282694646,7.455519519302299,0.4348600778661921,Rain,School,0.955622519947259,0.43333333333333335
24,9753,High,120,54,25.962962482167363,0.1341049357881802,3.2916666666666665,4.228972683379702,0.03524143873448553,1.3666172516357715,0.011388477002060788,8.002453083499566,0.40987690954367506,Clear,Commercial,0.8260952983484127,0.45
25,6153,High,300,147,30.047618843213478,0.05253968218226974,3.5766666666666667,11.184247006784272,0.03728082323167816,3.6168564940042724,0.012056188273160282,7.251503991226619,0.5047662859106606,Rain,School,0.9929652735036829,0.49
26,4305,High,300,148,29.885134933208548,0.06797297251369613,3.9066666666666667,11.53818313965494,0.03846061033731443,3.730733043624703,0.012435776770629754,7.241675156665689,0.4397011765608373,Fog,Industrial,0.6590642007628358,0.49333333333333335
27,39,High,300,138,31.210144701375764,0.11881642425978438,4.1466666666666665,11.12360324171585,0.03707867734879058,3.5964962717709383,0.011988320865942058,6.9001604275319215,0.48323474923332066,Clear,Industrial,0.6339928279509277,0.46
