Run_ID,Seed,Scenario,Simulation_Time_sec,Vehicles_Passed,Avg_Travel_Time_sec,Avg_Waiting_Time_sec_per_vehicle,Avg_Queue_Length_vehicles,Total_CO2_kg,Avg_CO2_kg,Total_Fuel_L,Avg_Fuel_L,Avg_Speed_kmh,Fairness_Index,Weather,Zone_Type,Road_Capacity,Throughput_vehicles_per_sec,Model
1,9757,Low,60,15,23.19999845333344,3.5211108763703862,6.666666666666667,1.6395341706677382,0.027325569055702822,0.5300312906402679,0.008833854696773554,6.6206571496375615,0.44569872106856834,Clear,Residential,1.0,0.25,ppo_context_2000_steps.zip
2,8197,Low,60,16,26.562498339843852,2.6989581646484475,6.483333333333333,1.6859291085538832,0.02809881800758442,0.5449538522217274,0.00908256405231939,6.498168158268638,0.44997366661832305,Clear,Residential,1.0,0.26666666666666666,ppo_context_2000_steps.zip
3,4496,Low,60,16,26.687498332031353,2.6572915005859477,6.433333333333334,1.6803262200667037,0.028005436534354455,0.5431511246962397,0.009052518594062019,6.67032117820948,0.4620125477650646,Clear,Residential,1.0,0.26666666666666666,ppo_context_2000_steps.zip
4,2015,Low,120,43,29.348836526771244,0.8143410663331535,6.6,3.917150691092635,0.03264292215374761,1.2661157584530676,0.010550964565850859,6.611428805896611,0.4879027737435685,Clear,Residential,1.0,0.35833333333333334,ppo_context_2000_steps.zip
5,1402,Low,120,44,28.977272068698365,1.0829545208419427,7.1,4.078681343659974,0.03398901091392469,1.3179027597346074,0.01098252290626737,6.544498478729401,0.4969511113687771,Clear,Residential,1.0,0.36666666666666664,ppo_context_2000_steps.zip
6,2264,Low,120,45,30.266665994074092,0.7483333167037041,6.383333333333334,3.9477799686206816,0.032898166131020964,1.275973766909655,0.010633114635637837,6.7812518304362435,0.4910893721106747,Clear,Residential,1.0,0.375,ppo_context_2000_steps.zip
7,3288,Low,300,122,35.131147253023386,0.4086611988361104,7.766666666666667,10.425957284476775,0.03475319083241195,3.3715677339992154,0.011238559075868855,6.135072723460758,0.5603633808013072,Clear,Residential,1.0,0.4066666666666667,ppo_context_2000_steps.zip
8,9028,Low,300,122,35.20491774422199,0.37628414992116815,7.5633333333333335,10.442957846000681,0.03480985937063607,3.3772272562848555,0.011257424150091438,6.21451769728017,0.5607033348521215,Clear,Residential,1.0,0.4066666666666667,ppo_context_2000_steps.zip
9,2415,Low,300,123,35.455284264591185,0.4522493188164012,7.786666666666667,10.558884253844829,0.035196280728828494,3.4143397010927994,0.01138113229903889,6.373895524807411,0.5521466962092181,Clear,Residential,1.0,0.41,ppo_context_2000_steps.zip
10,1205,Low,60,19,19.36842003324105,1.281578879916901,5.25,1.8348550101447034,0.03058091632606312,0.5930372827316747,0.009883954547462003,7.6553985875646475,0.3013349550501423,Clear,Residential,1.0,0.31666666666666665,ppo_context_8000_steps.zip
