Run_ID,Seed,Scenario,Simulation_Time_sec,Vehicles_Passed,Avg_Travel_Time_sec,Avg_Waiting_Time_sec_per_vehicle,Avg_Queue_Length_vehicles,Total_CO2_kg,Avg_CO2_kg,Total_Fuel_L,Avg_Fuel_L,Avg_Speed_kmh,Fairness_Index,Weather,Zone_Type,Road_Capacity,Throughput_vehicles_per_sec
1,2486,High,60,19,26.21052493628816,0.5736841803324115,4.316666666666666,1.8369140919107088,0.030615234354924574,0.5939164074350641,0.009898606625607625,7.374373298029339,0.28161476995666157,Clear,School,0.6672026774444643,0.31666666666666665
2,9592,High,60,19,21.157893623268755,0.6587718951523565,4.5,1.749733692496511,0.029162227722238056,0.5656083294260749,0.009426805333321159,7.50755970013195,0.3339510513393523,Clear,Industrial,0.678621577758306,0.31666666666666665
3,6599,High,60,20,24.099998795000058,0.6049999697500015,4.316666666666666,1.7920351253803544,0.02986725159188505,0.5793410830155571,0.009655684555997876,7.947677780373819,0.363472938461902,Clear,Commercial,0.6316754043944565,0.3333333333333333
4,230,High,60,22,23.36363530165294,0.24166665568181867,2.95,1.86724049286082,0.03112067436233576,0.6036389683200019,0.010060649304322542,8.09686138443161,0.3645388354873351,Fog,School,0.5090364445967037,0.36666666666666664
5,3071,High,60,19,21.315788351800613,0.7315789088642679,4.766666666666667,1.7250532120654163,0.028750886388575498,0.5576918327182459,0.009294863723723035,7.492174915444561,0.37253604188963785,Clear,Industrial,0.7527123522799379,0.31666666666666665
6,110,High,120,51,27.50980338216072,0.38104574416250175,5.075,4.178140001858413,0.0348178330586715,1.3505678120034834,0.011254731672906264,7.460893616568865,0.395786603390308,Heavy Rain,School,0.9239652355690923,0.425
7,4652,High,120,44,30.159090223657042,0.4219696873794768,5.366666666666666,3.8846911934175967,0.032372426342043084,1.2555096593762918,0.010462580407614261,6.782429942543064,0.44570664943793836,Fog,Residential,0.692181892536869,0.36666666666666664
8,9894,High,120,50,28.219999435600013,0.3493333263466668,5.258333333333334,4.249388959961302,0.035411574371247735,1.3730612628899836,0.011442177095398388,7.239493894223529,0.5280663423643119,Fog,School,0.9847090469030053,0.4166666666666667
9,2393,High,120,50,28.319999433600014,0.4614999907700002,5.658333333333333,4.257611497579706,0.03548009551749676,1.3759010697931922,0.011465842152727918,7.16617944033733,0.49008040085593785,Clear,Commercial,0.5471363985113478,0.4166666666666667
10,4262,High,120,51,27.196077898116123,0.22205881917531728,3.8916666666666666,4.1313415619382,0.03442784606258628,1.3354529111895574,0.011128774167173195,7.381810755765014,0.4601859273182466,Fog,School,0.5704802859497358,0.425
11,9835,High,300,140,32.1214283419898,0.10435714211173469,4.67,11.125107754918385,0.03708369239278231,3.5976252938974245,0.011992084273017801,6.856643971878657,0.35258574678606247,Fog,School,0.5591368636344913,0.4666666666666667
12,945,High,300,143,31.272727054036874,0.09736596668508649,4.6433333333333335,11.028340924305592,0.03676113629181485,3.566088845292157,0.011886962778017313,7.268163512069099,0.4085255064237049,Fog,School,0.5728389048963463,0.4766666666666667
13,9710,High,300,124,34.749999719758065,0.2900806428219303,7.22,10.741521049991816,0.03580507004728915,3.473719402786074,0.011579064637356697,6.349103208480876,0.5369264503309272,Clear,Industrial,0.8576747240880197,0.41333333333333333
14,6183,High,300,127,33.763779261702524,0.2934120711804824,7.42,10.895279067393911,0.03631759677025438,3.5231245728923497,0.011743748537162004,6.313495216696619,0.5547064901992357,Fog,Commercial,0.9617175558745203,0.42333333333333334
15,2359,High,300,130,33.43076897360947,0.21961538292603552,5.753333333333333,10.605339667674627,0.03535113210774499,3.43010600841234,0.01143368665659551,6.50963171972114,0.509641300885327,Heavy Rain,Residential,0.5198678794795379,0.43333333333333335
