Run_ID,Seed,Scenario,Simulation_Time_sec,Vehicles_Passed,Avg_Travel_Time_sec,Avg_Waiting_Time_sec_per_vehicle,Avg_Queue_Length_vehicles,Total_CO2_kg,Avg_CO2_kg,Total_Fuel_L,Avg_Fuel_L,Avg_Speed_kmh,Fairness_Index,Weather,Zone_Type,Road_Capacity,Throughput_vehicles_per_sec,Model
1,7524,Low,60,21,22.142856088435423,0.42301585287226096,3.8833333333333333,1.8869007801610829,0.031448345811878956,0.6100229693347594,0.010167049319461835,7.84903071872145,0.31530620421147093,Clear,Industrial,0.5015649133471746,0.35,ppo_10000.zip
2,5466,Low,120,44,29.29545387964878,0.6043560468706959,6.216666666666667,3.920666432780216,0.03267222000089997,1.2671770001698965,0.010559808246750737,6.525816016968134,0.44115549327680703,Rain,School,0.981159561404203,0.36666666666666664,ppo_10000.zip
3,5412,Low,300,134,33.962686313711295,0.13721392932427418,5.713333333333333,10.753219564692332,0.035844065096160886,3.4782309751782097,0.011594103211947022,6.570021016910764,0.4607751394715358,Heavy Rain,Industrial,0.7470531428565299,0.44666666666666666,ppo_10000.zip
4,2162,Medium,60,23,21.69565123062386,0.2565217279773162,3.033333333333333,1.8885630905648723,0.03147605098481369,0.6104673150763508,0.010174455081698262,8.397174550091554,0.24591064577461075,Heavy Rain,Commercial,0.5138816475865233,0.38333333333333336,ppo_10000.zip
5,7325,Medium,120,54,25.925925445816198,0.23827160052583457,4.566666666666666,4.355745972952061,0.03629788280545149,1.4077058133110587,0.011730881679834809,7.770023664191481,0.36613932594425036,Heavy Rain,School,0.8217581165306187,0.45,ppo_10000.zip
6,3908,Medium,300,128,34.51562473034668,0.21234374834106448,6.586666666666667,10.541603740101555,0.03513867901654292,3.4097241422542375,0.011365747102961635,6.465047096588164,0.5090770404133999,Heavy Rain,Residential,0.8521396393885385,0.4266666666666667,ppo_10000.zip
7,8948,High,60,18,23.055554274691428,0.5953703372942405,4.266666666666667,1.815993798601893,0.03026656280558884,0.5869568613189725,0.009782614192272639,6.868070839192594,0.32089660253671104,Fog,School,0.8481697231919663,0.3,ppo_10000.zip
8,6948,High,120,45,27.9777771560494,0.5518518395884776,5.825,3.9891917062650153,0.03324326394184793,1.2894115809801068,0.010745096418625087,6.851139992221178,0.4329294376478746,Clear,Commercial,0.6294477446467671,0.375,ppo_10000.zip
9,7789,High,300,135,32.7333330908642,0.15698765315811614,5.53,11.0039813199472,0.036679937610890875,3.558708385739356,0.01186236124625665,6.7717893116232535,0.5080034668081841,Heavy Rain,Commercial,0.7341938712367092,0.45,ppo_10000.zip
10,4105,Low,60,19,22.94736721329646,0.5385964628808878,4.033333333333333,1.816682556452887,0.03027804210291408,0.5871810161161847,0.009786350105497244,7.540165703399197,0.37610163071505787,Heavy Rain,Industrial,0.9630877989905426,0.31666666666666665,ppo_11000.zip
11,6549,Low,120,45,27.88888826913582,0.351851844032922,5.141666666666667,3.9304263849325456,0.03275355293482494,1.270601048567813,0.01058834198316226,7.053733139537578,0.36614355306392043,Heavy Rain,Residential,0.9233676863063096,0.375,ppo_11000.zip
12,5852,Low,300,128,34.468749730712894,0.1557552071164958,5.923333333333333,10.579685359796757,0.03526561774843713,3.4220029460824635,0.01140667644891929,6.381455759531648,0.5088380481286421,Heavy Rain,Commercial,0.906104427916575,0.4266666666666667,ppo_11000.zip
13,9916,Medium,60,18,21.722221015432165,0.8342592129115252,4.833333333333333,1.791210904319994,0.029853514574441326,0.5789214685627769,0.009648690981901433,7.41873595228691,0.3779709228403674,Rain,Residential,0.555128740950187,0.3,ppo_11000.zip
14,2087,Medium,120,49,29.83673408496461,0.23826530125989184,4.408333333333333,4.129878924802669,0.03441565741989176,1.3350148400427297,0.011125123574313386,7.152336166084257,0.5017228072651787,Clear,School,0.6446220847449786,0.4083333333333333,ppo_11000.zip
15,561,Medium,300,128,33.60937473742676,0.15874999875976564,6.1866666666666665,10.808077515136237,0.03602692493036437,3.4953949112832015,0.011651316332106284,6.392812324929313,0.5573809631797575,Clear,Residential,0.6827639225551723,0.4266666666666667,ppo_11000.zip
16,1134,High,60,17,24.94117500346029,0.6647058432525974,4.25,1.7953798883107732,0.02992299763979626,0.5802566785075048,0.00967094448060934,7.190601707343874,0.4388594253172261,Clear,Commercial,0.5407204488424315,0.2833333333333333,ppo_11000.zip
17,8293,High,120,45,29.466666011851867,0.25148147589300424,4.225,3.9359080889129907,0.03279923380094797,1.2724649375042068,0.010603874390836104,6.8384538682489895,0.4361907449336012,Rain,Industrial,0.52484345315964,0.375,ppo_11000.zip
18,5565,High,300,134,32.611940055134774,0.16472636692990275,6.266666666666667,10.959409843062861,0.03653136602177165,3.5440302016938565,0.011813433966268076,6.648130183866628,0.554269354847728,Rain,Industrial,0.9694662800573977,0.44666666666666666,ppo_11000.zip
