Run_ID,Seed,Scenario,Simulation_Time_sec,Vehicles_Passed,Avg_Travel_Time_sec,Avg_Waiting_Time_sec_per_vehicle,Avg_Queue_Length_vehicles,Total_CO2_kg,Avg_CO2_kg,Total_Fuel_L,Avg_Fuel_L,Avg_Speed_kmh,Fairness_Index,Weather,Zone_Type,Road_Capacity,Throughput_vehicles_per_sec
1,253,Low,400,203,29.63546783430804,0.04358374362766629,3.81,15.398520902051178,0.03849630215888719,4.977793180623433,0.012444482920447374,7.454892753335879,0.4561227745820815,Clear,Residential,0.8627774236701552,0.5075
2,1739,Low,400,195,31.420512659381988,0.06615384581459567,3.8925,15.140882244572046,0.0378522055167996,4.895108530879093,0.012237771296603304,7.153359043381606,0.38713698455978873,Fog,School,0.8004308886798202,0.4875
3,3535,Low,400,179,34.79329589500952,0.08976256933093536,4.51,14.728763712375823,0.03682190918888478,4.76297181243114,0.011907429501309278,6.463737810592449,0.46947321612770154,Clear,Commercial,0.9552756088754103,0.4475
4,321,Low,400,200,30.1799998491,0.040749999796250005,3.5025,15.136759002229603,0.037841897410969265,4.894073394535622,0.012235183455751095,7.418560570240829,0.46130077616996934,Rain,Industrial,0.7123784303723186,0.5
5,4788,Low,400,181,33.66850810127896,0.05857734774266658,4.2,14.741562427822698,0.03685390597742198,4.766020177822961,0.011915050414769776,6.575502758054117,0.5316116454994653,Fog,Residential,0.5569927490742483,0.4525
6,6030,Low,400,187,32.524063997197516,0.058516042467828655,3.9625,14.918807283980456,0.037297018116708595,4.823551408885215,0.012058878492065842,6.894847569828021,0.469365506788864,Heavy Rain,Residential,0.6746085780596558,0.4675
7,4351,Low,400,192,31.541666502387155,0.07924479125393338,4.3125,15.219677248691198,0.03804919302660501,4.920152692594106,0.012300381700734312,7.037306409485182,0.4542175719328537,Fog,Residential,0.7504075103080903,0.48
8,8344,Low,400,189,32.76190458856135,0.058981481169410155,4.0125,15.062777390668646,0.03765694338252926,4.870215197563297,0.012175537963469398,6.818715542482125,0.4529983139489,Fog,Residential,0.5949629309813589,0.4725
9,577,Low,400,192,32.39062483129883,0.06669270798597547,3.9,14.915119229030562,0.03728779797935691,4.823189468251924,0.012057973640484875,7.013467716179202,0.4030541670721205,Fog,Industrial,0.8773000206427493,0.48
10,5890,Low,400,197,31.289339942693708,0.04854060889065681,3.7,15.334001975915553,0.03833500484395137,4.957678563283804,0.012394196377224019,7.142000103813033,0.38814981819346694,Fog,Commercial,0.6200316370676422,0.4925
