Run_ID,Seed,Scenario,Simulation_Time_sec,Vehicles_Passed,Avg_Travel_Time_sec,Avg_Waiting_Time_sec_per_vehicle,Avg_Queue_Length_vehicles,Total_CO2_kg,Avg_CO2_kg,Total_Fuel_L,Avg_Fuel_L,Avg_Speed_kmh,Fairness_Index,Weather,Zone_Type,Road_Capacity,Throughput_vehicles_per_sec
1,7070,Low,60,26,21.115383803254467,0.40064101023175597,3.4,1.9995121006088599,0.03332520112139432,0.6462669850497554,0.01077111623797732,8.991772389961167,0.3462910519469593,Heavy Rain,School,0.7732107291271908,0.43333333333333335
2,4901,Low,60,21,20.142856183673516,0.4801587072940298,3.966666666666667,1.8148122023640458,0.030246869535286273,0.5865505515978806,0.009775842363700637,8.425258993106162,0.2989865552815698,Clear,Commercial,0.5567725729327526,0.35
3,3694,Low,60,18,22.444443197530934,1.037962905298357,3.75,1.7975541278175338,0.02995923496430498,0.5811689870123862,0.009686149622103943,7.32160524417684,0.39655327166693477,Fog,School,0.5006436308660813,0.3
4,7409,Low,60,21,24.33333217460323,0.4158729960695398,3.8666666666666667,1.901226982803722,0.03168711585194344,0.6146554656881408,0.010244257590731387,7.839778572016779,0.4227356995413466,Fog,Commercial,0.5994220565289763,0.35
5,6689,Low,60,21,25.047617854875337,0.6658729841647785,4.783333333333333,1.8721806987636347,0.031203011126010392,0.6052080951965622,0.010086801418496013,7.523159306075771,0.4036721233214282,Rain,School,0.808197720198873,0.35
6,5813,Low,120,47,27.31914835491174,0.5945035334502795,6.091666666666667,4.139639872043021,0.03449699864621685,1.337222333029241,0.01114351934904768,7.2046710435264965,0.4115437388134314,Rain,Residential,0.8229795740130905,0.39166666666666666
7,1144,Low,120,53,25.92452781274476,0.28427672419603667,4.008333333333334,4.195646087628272,0.03496371710553796,1.3562120757510456,0.011301767203743988,7.971769275610311,0.34033375497100593,Heavy Rain,School,0.7998206020958066,0.44166666666666665
8,4675,Low,120,43,29.860464421849667,0.5333333209302329,6.066666666666666,3.9362363589049747,0.03280196938419171,1.2721388516723353,0.010601157008926486,6.634167092914411,0.4338793516730186,Clear,Commercial,0.6998337967660573,0.35833333333333334
9,6783,Low,120,52,27.384614857988176,0.3822115311113167,5.383333333333334,4.2370810009094635,0.03530900804667046,1.3692900930614533,0.011410750680422523,7.33236824312315,0.44625310389656647,Fog,Industrial,0.8507816504109542,0.43333333333333335
10,9975,Low,120,44,28.863635707644644,0.6123105921444563,6.208333333333333,3.912428191224561,0.032603567988508275,1.2644152995488738,0.010536794075100664,6.682380252711634,0.42904096507569545,Rain,School,0.9794879761819413,0.36666666666666664
11,1371,Low,300,129,33.620154778138335,0.277648576659055,7.183333333333334,10.837023187140547,0.036123410503390456,3.504039451650725,0.011680131466568645,6.482859682616728,0.5498421963135938,Heavy Rain,Residential,0.9718039100877403,0.43
12,3807,Low,300,130,34.023076661360946,0.1881794857319527,6.293333333333333,10.803096634923293,0.03601032199637657,3.4937553499514067,0.011645851127685186,6.556800745154672,0.500359300646851,Fog,Commercial,0.6657486821758118,0.43333333333333335
13,7718,Low,300,135,32.01481457766804,0.16597530741252858,6.21,11.12572815954729,0.0370857604082051,3.597691989905464,0.011992306593043858,6.684431821941542,0.5539550104943959,Clear,Industrial,0.6022591872403946,0.45
14,2751,Low,300,125,34.863999721088,0.24855999801152,6.846666666666667,10.430073280496543,0.03476691081909877,3.3730524035499267,0.011243507974354729,6.331271257871396,0.5200875428699558,Fog,Residential,0.7639185759012342,0.4166666666666667
15,8125,Low,300,135,33.27407382759945,0.17965431965688158,6.39,11.066855937846755,0.03688951966985745,3.5789786843781624,0.011929928908160779,6.547934040995523,0.4923069881384491,Clear,School,0.703051875252285,0.45
